observed_date,asset_id,grade,value,range_low,range_high
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-11,coffee:origin:india:arabica,arabica_parchment,11250.0,11000.0,11500.0
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-11,coffee:origin:india:arabica,arabica_parchment,11250.0,11000.0,11500.0
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-11,coffee:origin:india:arabica,arabica_parchment,11250.0,11000.0,11500.0
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-11,coffee:origin:india:arabica,arabica_parchment,11250.0,11000.0,11500.0
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-11,coffee:origin:india:arabica,arabica_parchment,11250.0,11000.0,11500.0
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-11,coffee:origin:india:arabica,arabica_parchment,11250.0,11000.0,11500.0
2014-04-11,coffee:origin:india:arabica,arabica_cherry,5300.0,5200.0,5400.0
2014-04-11,coffee:origin:india:robusta,robusta_parchment,8112.5,7850.0,8375.0
2014-04-11,coffee:origin:india:robusta,robusta_cherry,3712.5,3600.0,3825.0
2014-04-28,coffee:origin:india:arabica,arabica_parchment,11400.0,11200.0,11600.0
2014-04-28,coffee:origin:india:arabica,arabica_cherry,5250.0,5100.0,5400.0
2014-04-28,coffee:origin:india:robusta,robusta_parchment,8025.0,7800.0,8250.0
2014-04-28,coffee:origin:india:robusta,robusta_cherry,3675.0,3575.0,3775.0
2014-04-29,coffee:origin:india:arabica,arabica_parchment,11250.0,11100.0,11400.0
2014-04-29,coffee:origin:india:arabica,arabica_cherry,5125.0,5050.0,5200.0
2014-04-29,coffee:origin:india:robusta,robusta_parchment,7925.0,7750.0,8100.0
2014-04-29,coffee:origin:india:robusta,robusta_cherry,3650.0,3550.0,3750.0
2014-04-29,coffee:origin:india:arabica,arabica_parchment,11250.0,11100.0,11400.0
2014-04-29,coffee:origin:india:arabica,arabica_cherry,5125.0,5050.0,5200.0
2014-04-29,coffee:origin:india:robusta,robusta_parchment,7925.0,7750.0,8100.0
2014-04-29,coffee:origin:india:robusta,robusta_cherry,3650.0,3550.0,3750.0
2014-04-29,coffee:origin:india:arabica,arabica_parchment,11250.0,11100.0,11400.0
2014-04-29,coffee:origin:india:arabica,arabica_cherry,5125.0,5050.0,5200.0
2014-04-29,coffee:origin:india:robusta,robusta_parchment,7925.0,7750.0,8100.0
2014-04-29,coffee:origin:india:robusta,robusta_cherry,3650.0,3550.0,3750.0
2014-04-29,coffee:origin:india:arabica,arabica_parchment,11250.0,11100.0,11400.0
2014-04-29,coffee:origin:india:arabica,arabica_cherry,5125.0,5050.0,5200.0
2014-04-29,coffee:origin:india:robusta,robusta_parchment,7925.0,7750.0,8100.0
2014-04-29,coffee:origin:india:robusta,robusta_cherry,3650.0,3550.0,3750.0
2014-04-29,coffee:origin:india:arabica,arabica_parchment,11250.0,11100.0,11400.0
2014-04-29,coffee:origin:india:arabica,arabica_cherry,5125.0,5050.0,5200.0
2014-04-29,coffee:origin:india:robusta,robusta_parchment,7925.0,7750.0,8100.0
2014-04-29,coffee:origin:india:robusta,robusta_cherry,3650.0,3550.0,3750.0
2014-05-06,coffee:origin:india:arabica,arabica_parchment,11475.0,11350.0,11600.0
2014-05-06,coffee:origin:india:arabica,arabica_cherry,5200.0,5100.0,5300.0
2014-05-06,coffee:origin:india:robusta,robusta_parchment,8100.0,8000.0,8200.0
2014-05-06,coffee:origin:india:robusta,robusta_cherry,3725.0,3650.0,3800.0
2014-05-07,coffee:origin:india:arabica,arabica_parchment,11400.0,11300.0,11500.0
2014-05-07,coffee:origin:india:arabica,arabica_cherry,5200.0,5100.0,5300.0
2014-05-07,coffee:origin:india:robusta,robusta_parchment,8100.0,8000.0,8200.0
2014-05-07,coffee:origin:india:robusta,robusta_cherry,3762.5,3675.0,3850.0
2014-05-07,coffee:origin:india:arabica,arabica_parchment,11400.0,11300.0,11500.0
2014-05-07,coffee:origin:india:arabica,arabica_cherry,5200.0,5100.0,5300.0
2014-05-07,coffee:origin:india:robusta,robusta_parchment,8100.0,8000.0,8200.0
2014-05-07,coffee:origin:india:robusta,robusta_cherry,3762.5,3675.0,3850.0
2014-05-07,coffee:origin:india:arabica,arabica_parchment,11400.0,11300.0,11500.0
2014-05-07,coffee:origin:india:arabica,arabica_cherry,5200.0,5100.0,5300.0
2014-05-07,coffee:origin:india:robusta,robusta_parchment,8100.0,8000.0,8200.0
2014-05-07,coffee:origin:india:robusta,robusta_cherry,3762.5,3675.0,3850.0
2014-05-07,coffee:origin:india:arabica,arabica_parchment,11400.0,11300.0,11500.0
2014-05-07,coffee:origin:india:arabica,arabica_cherry,5200.0,5100.0,5300.0
2014-05-07,coffee:origin:india:robusta,robusta_parchment,8100.0,8000.0,8200.0
2014-05-07,coffee:origin:india:robusta,robusta_cherry,3762.5,3675.0,3850.0
2014-05-13,coffee:origin:india:arabica,arabica_parchment,11012.5,11000.0,11025.0
2014-05-13,coffee:origin:india:arabica,arabica_cherry,5025.0,4950.0,5100.0
2014-05-13,coffee:origin:india:robusta,robusta_parchment,8025.0,7950.0,8100.0
2014-05-13,coffee:origin:india:robusta,robusta_cherry,3662.5,3550.0,3775.0
2014-05-14,coffee:origin:india:arabica,arabica_parchment,10650.0,10500.0,10800.0
2014-05-14,coffee:origin:india:arabica,arabica_cherry,4825.0,4650.0,5000.0
2014-05-14,coffee:origin:india:robusta,robusta_parchment,7975.0,7950.0,8000.0
2014-05-14,coffee:origin:india:robusta,robusta_cherry,3687.5,3625.0,3750.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-20,coffee:origin:india:arabica,arabica_parchment,10325.0,10200.0,10450.0
2014-05-20,coffee:origin:india:arabica,arabica_cherry,4750.0,4600.0,4900.0
2014-05-20,coffee:origin:india:robusta,robusta_parchment,7850.0,7800.0,7900.0
2014-05-20,coffee:origin:india:robusta,robusta_cherry,3625.0,3575.0,3675.0
2014-05-29,coffee:origin:india:arabica,arabica_parchment,10175.0,10000.0,10350.0
2014-05-29,coffee:origin:india:arabica,arabica_cherry,4600.0,4500.0,4700.0
2014-05-29,coffee:origin:india:robusta,robusta_parchment,7625.0,7400.0,7850.0
2014-05-29,coffee:origin:india:robusta,robusta_cherry,3512.5,3425.0,3600.0
2014-05-29,coffee:origin:india:arabica,arabica_parchment,10175.0,10000.0,10350.0
2014-05-29,coffee:origin:india:arabica,arabica_cherry,4600.0,4500.0,4700.0
2014-05-29,coffee:origin:india:robusta,robusta_parchment,7625.0,7400.0,7850.0
2014-05-29,coffee:origin:india:robusta,robusta_cherry,3512.5,3425.0,3600.0
2014-06-07,coffee:origin:india:arabica,arabica_parchment,10050.0,9950.0,10150.0
2014-06-07,coffee:origin:india:arabica,arabica_cherry,4500.0,4400.0,4600.0
2014-06-07,coffee:origin:india:robusta,robusta_parchment,7175.0,7150.0,7200.0
2014-06-07,coffee:origin:india:robusta,robusta_cherry,3375.0,3300.0,3450.0
2014-06-07,coffee:origin:india:arabica,arabica_parchment,10050.0,9950.0,10150.0
2014-06-07,coffee:origin:india:arabica,arabica_cherry,4500.0,4400.0,4600.0
2014-06-07,coffee:origin:india:robusta,robusta_parchment,7175.0,7150.0,7200.0
2014-06-07,coffee:origin:india:robusta,robusta_cherry,3375.0,3300.0,3450.0
2014-06-07,coffee:origin:india:arabica,arabica_parchment,10050.0,9950.0,10150.0
2014-06-07,coffee:origin:india:arabica,arabica_cherry,4500.0,4400.0,4600.0
2014-06-07,coffee:origin:india:robusta,robusta_parchment,7175.0,7150.0,7200.0
2014-06-07,coffee:origin:india:robusta,robusta_cherry,3375.0,3300.0,3450.0
2014-06-13,coffee:origin:india:arabica,arabica_parchment,9900.0,9800.0,10000.0
2014-06-13,coffee:origin:india:arabica,arabica_cherry,4412.5,4325.0,4500.0
2014-06-13,coffee:origin:india:robusta,robusta_parchment,7200.0,7100.0,7300.0
2014-06-13,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-13,coffee:origin:india:arabica,arabica_parchment,9900.0,9800.0,10000.0
2014-06-13,coffee:origin:india:arabica,arabica_cherry,4412.5,4325.0,4500.0
2014-06-13,coffee:origin:india:robusta,robusta_parchment,7200.0,7100.0,7300.0
2014-06-13,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-17,coffee:origin:india:arabica,arabica_parchment,9950.0,9800.0,10100.0
2014-06-17,coffee:origin:india:arabica,arabica_cherry,4400.0,4300.0,4500.0
2014-06-17,coffee:origin:india:robusta,robusta_parchment,7225.0,7150.0,7300.0
2014-06-17,coffee:origin:india:robusta,robusta_cherry,3425.0,3300.0,3550.0
2014-06-18,coffee:origin:india:arabica,arabica_parchment,9850.0,9700.0,10000.0
2014-06-18,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-18,coffee:origin:india:robusta,robusta_parchment,7250.0,7100.0,7400.0
2014-06-18,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-18,coffee:origin:india:arabica,arabica_parchment,9850.0,9700.0,10000.0
2014-06-18,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-18,coffee:origin:india:robusta,robusta_parchment,7250.0,7100.0,7400.0
2014-06-18,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-18,coffee:origin:india:arabica,arabica_parchment,9850.0,9700.0,10000.0
2014-06-18,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-18,coffee:origin:india:robusta,robusta_parchment,7250.0,7100.0,7400.0
2014-06-18,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-18,coffee:origin:india:arabica,arabica_parchment,9850.0,9700.0,10000.0
2014-06-18,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-18,coffee:origin:india:robusta,robusta_parchment,7250.0,7100.0,7400.0
2014-06-18,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-18,coffee:origin:india:arabica,arabica_parchment,9850.0,9700.0,10000.0
2014-06-18,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-18,coffee:origin:india:robusta,robusta_parchment,7250.0,7100.0,7400.0
2014-06-18,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-18,coffee:origin:india:arabica,arabica_parchment,9850.0,9700.0,10000.0
2014-06-18,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-18,coffee:origin:india:robusta,robusta_parchment,7250.0,7100.0,7400.0
2014-06-18,coffee:origin:india:robusta,robusta_cherry,3400.0,3275.0,3525.0
2014-06-26,coffee:origin:india:arabica,arabica_parchment,10200.0,9900.0,10500.0
2014-06-26,coffee:origin:india:arabica,arabica_cherry,4425.0,4200.0,4650.0
2014-06-26,coffee:origin:india:robusta,robusta_parchment,7312.5,7200.0,7425.0
2014-06-26,coffee:origin:india:robusta,robusta_cherry,3462.5,3325.0,3600.0
2014-06-26,coffee:origin:india:arabica,arabica_parchment,10200.0,9900.0,10500.0
2014-06-26,coffee:origin:india:arabica,arabica_cherry,4425.0,4200.0,4650.0
2014-06-26,coffee:origin:india:robusta,robusta_parchment,7312.5,7200.0,7425.0
2014-06-26,coffee:origin:india:robusta,robusta_cherry,3462.5,3325.0,3600.0
2014-06-28,coffee:origin:india:arabica,arabica_parchment,9800.0,9600.0,10000.0
2014-06-28,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-28,coffee:origin:india:robusta,robusta_parchment,7250.0,7200.0,7300.0
2014-06-28,coffee:origin:india:robusta,robusta_cherry,3450.0,3300.0,3600.0
2014-06-28,coffee:origin:india:arabica,arabica_parchment,9800.0,9600.0,10000.0
2014-06-28,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-28,coffee:origin:india:robusta,robusta_parchment,7250.0,7200.0,7300.0
2014-06-28,coffee:origin:india:robusta,robusta_cherry,3450.0,3300.0,3600.0
2014-06-28,coffee:origin:india:arabica,arabica_parchment,9800.0,9600.0,10000.0
2014-06-28,coffee:origin:india:arabica,arabica_cherry,4350.0,4200.0,4500.0
2014-06-28,coffee:origin:india:robusta,robusta_parchment,7250.0,7200.0,7300.0
2014-06-28,coffee:origin:india:robusta,robusta_cherry,3450.0,3300.0,3600.0
2014-07-04,coffee:origin:india:arabica,arabica_parchment,9925.0,9700.0,10150.0
2014-07-04,coffee:origin:india:arabica,arabica_cherry,4387.5,4225.0,4550.0
2014-07-04,coffee:origin:india:robusta,robusta_parchment,7375.0,7275.0,7475.0
2014-07-04,coffee:origin:india:robusta,robusta_cherry,3512.5,3325.0,3700.0
2014-07-04,coffee:origin:india:arabica,arabica_parchment,9925.0,9700.0,10150.0
2014-07-04,coffee:origin:india:arabica,arabica_cherry,4387.5,4225.0,4550.0
2014-07-04,coffee:origin:india:robusta,robusta_parchment,7375.0,7275.0,7475.0
2014-07-04,coffee:origin:india:robusta,robusta_cherry,3512.5,3325.0,3700.0
2014-07-04,coffee:origin:india:arabica,arabica_parchment,9925.0,9700.0,10150.0
2014-07-04,coffee:origin:india:arabica,arabica_cherry,4387.5,4225.0,4550.0
2014-07-04,coffee:origin:india:robusta,robusta_parchment,7375.0,7275.0,7475.0
2014-07-04,coffee:origin:india:robusta,robusta_cherry,3512.5,3325.0,3700.0
2014-07-04,coffee:origin:india:arabica,arabica_parchment,9925.0,9700.0,10150.0
2014-07-04,coffee:origin:india:arabica,arabica_cherry,4387.5,4225.0,4550.0
2014-07-04,coffee:origin:india:robusta,robusta_parchment,7375.0,7275.0,7475.0
2014-07-04,coffee:origin:india:robusta,robusta_cherry,3512.5,3325.0,3700.0
2014-07-04,coffee:origin:india:arabica,arabica_parchment,9925.0,9700.0,10150.0
2014-07-04,coffee:origin:india:arabica,arabica_cherry,4387.5,4225.0,4550.0
2014-07-04,coffee:origin:india:robusta,robusta_parchment,7375.0,7275.0,7475.0
2014-07-04,coffee:origin:india:robusta,robusta_cherry,3512.5,3325.0,3700.0
2014-07-04,coffee:origin:india:arabica,arabica_parchment,9925.0,9700.0,10150.0
2014-07-04,coffee:origin:india:arabica,arabica_cherry,4387.5,4225.0,4550.0
2014-07-04,coffee:origin:india:robusta,robusta_parchment,7375.0,7275.0,7475.0
2014-07-04,coffee:origin:india:robusta,robusta_cherry,3512.5,3325.0,3700.0
2014-07-11,coffee:origin:india:arabica,arabica_parchment,9700.0,9500.0,9900.0
2014-07-11,coffee:origin:india:arabica,arabica_cherry,4475.0,4400.0,4550.0
2014-07-11,coffee:origin:india:robusta,robusta_parchment,7350.0,7300.0,7400.0
2014-07-11,coffee:origin:india:robusta,robusta_cherry,3550.0,3400.0,3700.0
2014-07-11,coffee:origin:india:arabica,arabica_parchment,9700.0,9500.0,9900.0
2014-07-11,coffee:origin:india:arabica,arabica_cherry,4475.0,4400.0,4550.0
2014-07-11,coffee:origin:india:robusta,robusta_parchment,7350.0,7300.0,7400.0
2014-07-11,coffee:origin:india:robusta,robusta_cherry,3550.0,3400.0,3700.0
2014-07-16,coffee:origin:india:arabica,arabica_parchment,9600.0,9400.0,9800.0
2014-07-16,coffee:origin:india:arabica,arabica_cherry,4475.0,4400.0,4550.0
2014-07-16,coffee:origin:india:robusta,robusta_parchment,7375.0,7350.0,7400.0
2014-07-16,coffee:origin:india:robusta,robusta_cherry,3475.0,3425.0,3525.0
2014-07-17,coffee:origin:india:arabica,arabica_parchment,9600.0,9400.0,9800.0
2014-07-17,coffee:origin:india:arabica,arabica_cherry,4375.0,4200.0,4550.0
2014-07-17,coffee:origin:india:robusta,robusta_parchment,7350.0,7300.0,7400.0
2014-07-17,coffee:origin:india:robusta,robusta_cherry,3512.5,3425.0,3600.0
2014-07-23,coffee:origin:india:arabica,arabica_parchment,9950.0,9800.0,10100.0
2014-07-23,coffee:origin:india:arabica,arabica_cherry,4400.0,4200.0,4600.0
2014-07-23,coffee:origin:india:robusta,robusta_parchment,7325.0,7300.0,7350.0
2014-07-23,coffee:origin:india:robusta,robusta_cherry,3500.0,3400.0,3600.0
2014-07-23,coffee:origin:india:arabica,arabica_parchment,9950.0,9800.0,10100.0
2014-07-23,coffee:origin:india:arabica,arabica_cherry,4400.0,4200.0,4600.0
2014-07-23,coffee:origin:india:robusta,robusta_parchment,7325.0,7300.0,7350.0
2014-07-23,coffee:origin:india:robusta,robusta_cherry,3500.0,3400.0,3600.0
2014-07-26,coffee:origin:india:arabica,arabica_parchment,10325.0,10150.0,10500.0
2014-07-26,coffee:origin:india:arabica,arabica_cherry,4725.0,4700.0,4750.0
2014-07-26,coffee:origin:india:robusta,robusta_parchment,7425.0,7400.0,7450.0
2014-07-26,coffee:origin:india:robusta,robusta_cherry,3537.5,3425.0,3650.0
2014-07-28,coffee:origin:india:arabica,arabica_parchment,10325.0,10150.0,10500.0
2014-07-28,coffee:origin:india:arabica,arabica_cherry,4725.0,4700.0,4750.0
2014-07-28,coffee:origin:india:robusta,robusta_parchment,7425.0,7400.0,7450.0
2014-07-28,coffee:origin:india:robusta,robusta_cherry,3537.5,3425.0,3650.0
2014-07-28,coffee:origin:india:arabica,arabica_parchment,10325.0,10150.0,10500.0
2014-07-28,coffee:origin:india:arabica,arabica_cherry,4725.0,4700.0,4750.0
2014-07-28,coffee:origin:india:robusta,robusta_parchment,7425.0,7400.0,7450.0
2014-07-28,coffee:origin:india:robusta,robusta_cherry,3537.5,3425.0,3650.0
2014-07-28,coffee:origin:india:arabica,arabica_parchment,10325.0,10150.0,10500.0
2014-07-28,coffee:origin:india:arabica,arabica_cherry,4725.0,4700.0,4750.0
2014-07-28,coffee:origin:india:robusta,robusta_parchment,7425.0,7400.0,7450.0
2014-07-28,coffee:origin:india:robusta,robusta_cherry,3537.5,3425.0,3650.0
2014-07-28,coffee:origin:india:arabica,arabica_parchment,10325.0,10150.0,10500.0
2014-07-28,coffee:origin:india:arabica,arabica_cherry,4725.0,4700.0,4750.0
2014-07-28,coffee:origin:india:robusta,robusta_parchment,7425.0,7400.0,7450.0
2014-07-28,coffee:origin:india:robusta,robusta_cherry,3537.5,3425.0,3650.0
2014-07-28,coffee:origin:india:arabica,arabica_parchment,10325.0,10150.0,10500.0
2014-07-28,coffee:origin:india:arabica,arabica_cherry,4725.0,4700.0,4750.0
2014-07-28,coffee:origin:india:robusta,robusta_parchment,7425.0,7400.0,7450.0
2014-07-28,coffee:origin:india:robusta,robusta_cherry,3537.5,3425.0,3650.0
2014-08-05,coffee:origin:india:arabica,arabica_parchment,10550.0,10300.0,10800.0
2014-08-05,coffee:origin:india:arabica,arabica_cherry,4775.0,4750.0,4800.0
2014-08-05,coffee:origin:india:robusta,robusta_parchment,7375.0,7350.0,7400.0
2014-08-05,coffee:origin:india:robusta,robusta_cherry,3500.0,3400.0,3600.0
2014-08-05,coffee:origin:india:arabica,arabica_parchment,10550.0,10300.0,10800.0
2014-08-05,coffee:origin:india:arabica,arabica_cherry,4775.0,4750.0,4800.0
2014-08-05,coffee:origin:india:robusta,robusta_parchment,7375.0,7350.0,7400.0
2014-08-05,coffee:origin:india:robusta,robusta_cherry,3500.0,3400.0,3600.0
2014-08-05,coffee:origin:india:arabica,arabica_parchment,10550.0,10300.0,10800.0
2014-08-05,coffee:origin:india:arabica,arabica_cherry,4775.0,4750.0,4800.0
2014-08-05,coffee:origin:india:robusta,robusta_parchment,7375.0,7350.0,7400.0
2014-08-05,coffee:origin:india:robusta,robusta_cherry,3500.0,3400.0,3600.0
2014-08-12,coffee:origin:india:arabica,arabica_parchment,10575.0,10250.0,10900.0
2014-08-12,coffee:origin:india:arabica,arabica_cherry,4850.0,4800.0,4900.0
2014-08-12,coffee:origin:india:robusta,robusta_parchment,7400.0,7300.0,7500.0
2014-08-12,coffee:origin:india:robusta,robusta_cherry,3537.5,3375.0,3700.0
2014-08-12,coffee:origin:india:arabica,arabica_parchment,10575.0,10250.0,10900.0
2014-08-12,coffee:origin:india:arabica,arabica_cherry,4850.0,4800.0,4900.0
2014-08-12,coffee:origin:india:robusta,robusta_parchment,7400.0,7300.0,7500.0
2014-08-12,coffee:origin:india:robusta,robusta_cherry,3537.5,3375.0,3700.0
2014-08-12,coffee:origin:india:arabica,arabica_parchment,10575.0,10250.0,10900.0
2014-08-12,coffee:origin:india:arabica,arabica_cherry,4850.0,4800.0,4900.0
2014-08-12,coffee:origin:india:robusta,robusta_parchment,7400.0,7300.0,7500.0
2014-08-12,coffee:origin:india:robusta,robusta_cherry,3537.5,3375.0,3700.0
